code,comorbidity
F11182,DRUG_ABUSE
F11188,DRUG_ABUSE
F1119,DRUG_ABUSE
F1120,DRUG_ABUSE
F1121,DRUG_ABUSE
F11220,DRUG_ABUSE
F11221,DRUG_ABUSE
F11222,DRUG_ABUSE
F11229,DRUG_ABUSE
F1123,DRUG_ABUSE
F1124,DRUG_ABUSE
F11250,DRUG_ABUSEPSYCHOSES
F11251,DRUG_ABUSEPSYCHOSES
F11259,DRUG_ABUSEPSYCHOSES
F11281,DRUG_ABUSE
F11282,DRUG_ABUSE
F11288,DRUG_ABUSE
F1129,DRUG_ABUSE
F11950,PSYCHOSES
F11951,PSYCHOSES
F11959,PSYCHOSES
F1210,DRUG_ABUSE
F1211,DRUG_ABUSE
F12120,DRUG_ABUSE
F12121,DRUG_ABUSE
F12122,DRUG_ABUSE
F12129,DRUG_ABUSE
F1213,DRUG_ABUSE
F12150,DRUG_ABUSEPSYCHOSES
F12151,DRUG_ABUSEPSYCHOSES
F12159,DRUG_ABUSEPSYCHOSES
F12180,DRUG_ABUSE
F12188,DRUG_ABUSE
F1219,DRUG_ABUSE
F1220,DRUG_ABUSE
F1221,DRUG_ABUSE
F12220,DRUG_ABUSE
F12221,DRUG_ABUSE
F12222,DRUG_ABUSE
F12229,DRUG_ABUSE
F1223,DRUG_ABUSE
F12250,DRUG_ABUSEPSYCHOSES
F12251,DRUG_ABUSEPSYCHOSES
F12259,DRUG_ABUSEPSYCHOSES
F12280,DRUG_ABUSE
F12288,DRUG_ABUSE
F1229,DRUG_ABUSE
F12950,PSYCHOSES
F12951,PSYCHOSES
F12959,PSYCHOSES
F1310,DRUG_ABUSE
F1311,DRUG_ABUSE
F13120,DRUG_ABUSE
F13121,DRUG_ABUSE
F13129,DRUG_ABUSE
F13130,DRUG_ABUSE
F13131,DRUG_ABUSE
F13132,DRUG_ABUSE
F13139,DRUG_ABUSE
F1314,DRUG_ABUSE
F13150,DRUG_ABUSEPSYCHOSES
F13151,DRUG_ABUSEPSYCHOSES
F13159,DRUG_ABUSEPSYCHOSES
F13180,DRUG_ABUSE
F13181,DRUG_ABUSE
F13182,DRUG_ABUSE
F13188,DRUG_ABUSE
F1319,DRUG_ABUSE
F1320,DRUG_ABUSE
F1321,DRUG_ABUSE
F13220,DRUG_ABUSE
F13221,DRUG_ABUSE
F13229,DRUG_ABUSE
F13230,DRUG_ABUSE
F13231,DRUG_ABUSE
F13232,DRUG_ABUSE
F13239,DRUG_ABUSE
F1324,DRUG_ABUSE
F13250,DRUG_ABUSEPSYCHOSES
F13251,DRUG_ABUSEPSYCHOSES
F13259,DRUG_ABUSEPSYCHOSES
F1326,DRUG_ABUSE
F1327,DRUG_ABUSE
F13280,DRUG_ABUSE
F13281,DRUG_ABUSE
F13282,DRUG_ABUSE
F13288,DRUG_ABUSE
F1329,DRUG_ABUSE
F13950,PSYCHOSES
F13951,PSYCHOSES
F13959,PSYCHOSES
F1410,DRUG_ABUSE
F1411,DRUG_ABUSE
F14120,DRUG_ABUSE
F14121,DRUG_ABUSE
F14122,DRUG_ABUSE
F14129,DRUG_ABUSE
F1413,DRUG_ABUSE
F1414,DRUG_ABUSE
F14150,DRUG_ABUSEPSYCHOSES
F14151,DRUG_ABUSEPSYCHOSES
F14159,DRUG_ABUSEPSYCHOSES
F14180,DRUG_ABUSE
F14181,DRUG_ABUSE
F14182,DRUG_ABUSE
F14188,DRUG_ABUSE
F1419,DRUG_ABUSE
F1420,DRUG_ABUSE
F1421,DRUG_ABUSE
F14220,DRUG_ABUSE
F14221,DRUG_ABUSE
F14222,DRUG_ABUSE
F14229,DRUG_ABUSE
F1423,DRUG_ABUSE
F1424,DRUG_ABUSE
F14250,DRUG_ABUSEPSYCHOSES
F14251,DRUG_ABUSEPSYCHOSES
F14259,DRUG_ABUSEPSYCHOSES
F14280,DRUG_ABUSE
F14281,DRUG_ABUSE
F14282,DRUG_ABUSE
F14288,DRUG_ABUSE
F1429,DRUG_ABUSE
F14950,PSYCHOSES
F14951,PSYCHOSES
F14959,PSYCHOSES
F1510,DRUG_ABUSE
F1511,DRUG_ABUSE
F15120,DRUG_ABUSE
F15121,DRUG_ABUSE
F15122,DRUG_ABUSE
F15129,DRUG_ABUSE
F1513,DRUG_ABUSE
F1514,DRUG_ABUSE
F15150,DRUG_ABUSEPSYCHOSES
F15151,DRUG_ABUSEPSYCHOSES
F15159,DRUG_ABUSEPSYCHOSES
F15180,DRUG_ABUSE
F15181,DRUG_ABUSE
F15182,DRUG_ABUSE
F15188,DRUG_ABUSE
F1519,DRUG_ABUSE
F1520,DRUG_ABUSE
F1521,DRUG_ABUSE
F15220,DRUG_ABUSE
F15221,DRUG_ABUSE
F15222,DRUG_ABUSE
F15229,DRUG_ABUSE
F1523,DRUG_ABUSE
F1524,DRUG_ABUSE
F15250,DRUG_ABUSEPSYCHOSES
F15251,DRUG_ABUSEPSYCHOSES
F15259,DRUG_ABUSEPSYCHOSES
F15280,DRUG_ABUSE
F15281,DRUG_ABUSE
F15282,DRUG_ABUSE
F15288,DRUG_ABUSE
F1529,DRUG_ABUSE
F15950,PSYCHOSES
F15951,PSYCHOSES
F15959,PSYCHOSES
F1610,DRUG_ABUSE
F1611,DRUG_ABUSE
F16120,DRUG_ABUSE
F16121,DRUG_ABUSE
F16122,DRUG_ABUSE
F16129,DRUG_ABUSE
F1614,DRUG_ABUSE
F16150,DRUG_ABUSEPSYCHOSES
F16151,DRUG_ABUSEPSYCHOSES
F16159,DRUG_ABUSEPSYCHOSES
F16180,DRUG_ABUSE
F16183,DRUG_ABUSE
F16188,DRUG_ABUSE
F1619,DRUG_ABUSE
F1620,DRUG_ABUSE
F1621,DRUG_ABUSE
F16220,DRUG_ABUSE
F16221,DRUG_ABUSE
F16229,DRUG_ABUSE
F1624,DRUG_ABUSE
F16250,DRUG_ABUSEPSYCHOSES
F16251,DRUG_ABUSEPSYCHOSES
F16259,DRUG_ABUSEPSYCHOSES
F16280,DRUG_ABUSE
F16283,DRUG_ABUSE
F16288,DRUG_ABUSE
F1629,DRUG_ABUSE
F16950,PSYCHOSES
F16951,PSYCHOSES
F16959,PSYCHOSES
F1810,DRUG_ABUSE
F1811,DRUG_ABUSE
F18120,DRUG_ABUSE
F18121,DRUG_ABUSE
F18129,DRUG_ABUSE
F1814,DRUG_ABUSE
F18150,DRUG_ABUSEPSYCHOSES
F18151,DRUG_ABUSEPSYCHOSES
F18159,DRUG_ABUSEPSYCHOSES
F1817,DRUG_ABUSE
F18180,DRUG_ABUSE
F18188,DRUG_ABUSE
F1819,DRUG_ABUSE
F1820,DRUG_ABUSE
F1821,DRUG_ABUSE
F18220,DRUG_ABUSE
F18221,DRUG_ABUSE
F18229,DRUG_ABUSE
F1824,DRUG_ABUSE
F18250,DRUG_ABUSEPSYCHOSES
F18251,DRUG_ABUSEPSYCHOSES
F18259,DRUG_ABUSEPSYCHOSES
F1827,DRUG_ABUSE
F18280,DRUG_ABUSE
F18288,DRUG_ABUSE
F1829,DRUG_ABUSE
F18950,PSYCHOSES
F18951,PSYCHOSES
F18959,PSYCHOSES
F1910,DRUG_ABUSE
F1911,DRUG_ABUSE
F19120,DRUG_ABUSE
F19121,DRUG_ABUSE
F19122,DRUG_ABUSE
F19129,DRUG_ABUSE
F19130,DRUG_ABUSE
F19131,DRUG_ABUSE
F19132,DRUG_ABUSE
F19139,DRUG_ABUSE
F1914,DRUG_ABUSE
F19150,DRUG_ABUSEPSYCHOSES
F19151,DRUG_ABUSEPSYCHOSES
F19159,DRUG_ABUSEPSYCHOSES
F1916,DRUG_ABUSE
F1917,DRUG_ABUSE
F19180,DRUG_ABUSE
F19181,DRUG_ABUSE
F19182,DRUG_ABUSE
F19188,DRUG_ABUSE
F1919,DRUG_ABUSE
F1920,DRUG_ABUSE
F1921,DRUG_ABUSE
F19220,DRUG_ABUSE
F19221,DRUG_ABUSE
F19222,DRUG_ABUSE
F19229,DRUG_ABUSE
F19230,DRUG_ABUSE
F19231,DRUG_ABUSE
F19232,DRUG_ABUSE
F19239,DRUG_ABUSE
F1924,DRUG_ABUSE
F19250,DRUG_ABUSEPSYCHOSES
F19251,DRUG_ABUSEPSYCHOSES
F19259,DRUG_ABUSEPSYCHOSES
F1926,DRUG_ABUSE
F1927,DRUG_ABUSE
F19280,DRUG_ABUSE
F19281,DRUG_ABUSE
F19282,DRUG_ABUSE
F19288,DRUG_ABUSE
F1929,DRUG_ABUSE
F19950,PSYCHOSES
F19951,PSYCHOSES
F19959,PSYCHOSES
F200,PSYCHOSES
F201,PSYCHOSES
F202,PSYCHOSES
F203,PSYCHOSES
F205,PSYCHOSES
F2081,PSYCHOSES
F2089,PSYCHOSES
F209,PSYCHOSES
F21,PSYCHOSES
F22,PSYCHOSES
F23,PSYCHOSES
F24,PSYCHOSES
F250,PSYCHOSES
F251,PSYCHOSES
F258,PSYCHOSES
F259,PSYCHOSES
F28,PSYCHOSES
F29,PSYCHOSES
F3010,PSYCHOSES
F3011,PSYCHOSES
F3012,PSYCHOSES
F3013,PSYCHOSES
F302,PSYCHOSES
F303,PSYCHOSES
F304,PSYCHOSES
F308,PSYCHOSES
F309,PSYCHOSES
F310,PSYCHOSES
F3110,PSYCHOSES
F3111,PSYCHOSES
F3112,PSYCHOSES
F3113,PSYCHOSES
F312,PSYCHOSES
F3130,PSYCHOSES
F3131,PSYCHOSES
F3132,PSYCHOSES
F314,PSYCHOSES
F315,PSYCHOSES
F3160,PSYCHOSES
F3161,PSYCHOSES
F3162,PSYCHOSES
F3163,PSYCHOSES
F3164,PSYCHOSES
F3170,PSYCHOSES
F3171,PSYCHOSES
F3172,PSYCHOSES
F3173,PSYCHOSES
F3174,PSYCHOSES
F3175,PSYCHOSES
F3176,PSYCHOSES
F3177,PSYCHOSES
F3178,PSYCHOSES
F3181,PSYCHOSES
F3189,PSYCHOSES
F319,PSYCHOSES
F320,DEPRESS
F321,DEPRESS
F322,DEPRESS
F323,DEPRESS
F324,PSYCHOSES
F325,PSYCHOSES
F328,DEPRESS
F3281,DEPRESS
F3289,DEPRESS
F329,DEPRESS
F32A,DEPRESS
F330,DEPRESS
F331,DEPRESS
F332,DEPRESS
F333,DEPRESS
F3340,PSYCHOSES
F3341,PSYCHOSES
F3342,PSYCHOSES
F338,DEPRESS
F339,DEPRESS
F340,PSYCHOSES
F341,DEPRESS
F348,PSYCHOSES
F3481,PSYCHOSES
F3489,PSYCHOSES
F349,PSYCHOSES
F39,PSYCHOSES
F4489,PSYCHOSES
F842,NEURO_OTH
F843,PSYCHOSES
G041,PARALYSIS
G08,NEURO_MOVT
G10,NEURO_MOVT
G110,NEURO_MOVT
G111,NEURO_MOVT
G1110,NEURO_MOVT
G1111,NEURO_MOVT
G1119,NEURO_MOVT
G112,NEURO_MOVT
G113,NEURO_MOVT
G114,NEURO_MOVT
G115,NEURO_MOVT
G116,NEURO_MOVT
G118,NEURO_MOVT
G119,NEURO_MOVT
G120,NEURO_MOVT
G121,NEURO_MOVT
G1220,NEURO_MOVT
G1221,NEURO_MOVT
G1222,NEURO_MOVT
G1223,NEURO_MOVT
G1224,NEURO_MOVT
G1225,NEURO_MOVT
G1229,NEURO_MOVT
G128,NEURO_MOVT
G129,NEURO_MOVT
G130,NEURO_MOVT
G131,NEURO_MOVT
G132,NEURO_MOVT
G138,NEURO_MOVT
G20,NEURO_MOVT
G20A1,NEURO_MOVT
G20A2,NEURO_MOVT
G20B1,NEURO_MOVT
G20B2,NEURO_MOVT
G20C,NEURO_MOVT
G210,NEURO_MOVT
G2111,NEURO_MOVT
G2119,NEURO_MOVT
G212,NEURO_MOVT
G213,NEURO_MOVT
G214,NEURO_MOVT
G218,NEURO_MOVT
G219,NEURO_MOVT
G230,NEURO_MOVT
G231,NEURO_MOVT
G232,NEURO_MOVT
G233,NEURO_MOVT
G238,NEURO_MOVT
G239,NEURO_MOVT
G2409,NEURO_MOVT
G241,NEURO_MOVT
G242,NEURO_MOVT
G248,NEURO_MOVT
G254,NEURO_MOVT
G255,NEURO_MOVT
G2570,NEURO_MOVT
G2571,NEURO_MOVT
G2579,NEURO_MOVT
G2581,NEURO_MOVT
G2582,NEURO_MOVT
G2583,NEURO_MOVT
G2589,NEURO_MOVT
G259,NEURO_MOVT
G26,NEURO_MOVT
G300,DEMENTIA
G301,DEMENTIA
G308,DEMENTIA
G309,DEMENTIA
G3101,DEMENTIA
G3109,DEMENTIA
G311,DEMENTIA
G312,DEMENTIA
G3180,DEMENTIA
G3181,DEMENTIA
G3182,DEMENTIA
G3183,DEMENTIA
G3185,DEMENTIA
G3186,DEMENTIA
G3189,DEMENTIA
G319,DEMENTIA
G320,NEURO_MOVT
G3281,NEURO_MOVT
G3289,NEURO_MOVT
G35,NEURO_OTH
G360,NEURO_OTH
G368,NEURO_OTH
G369,NEURO_OTH
G370,NEURO_OTH
G371,NEURO_OTH
G372,NEURO_OTH
G373,NEURO_OTH
G374,NEURO_OTH
G375,NEURO_OTH
G378,NEURO_OTH
G3781,NEURO_OTH
G3789,NEURO_OTH
G379,NEURO_OTH
G40001,NEURO_SEIZ
G40009,NEURO_SEIZ
G40011,NEURO_SEIZ
G40019,NEURO_SEIZ
G40101,NEURO_SEIZ
G40109,NEURO_SEIZ
G40111,NEURO_SEIZ
G40119,NEURO_SEIZ
G40201,NEURO_SEIZ
G40209,NEURO_SEIZ
G40211,NEURO_SEIZ
G40219,NEURO_SEIZ
G40301,NEURO_SEIZ
G40309,NEURO_SEIZ
G40311,NEURO_SEIZ
G40319,NEURO_SEIZ
G40401,NEURO_SEIZ
G40409,NEURO_SEIZ
G40411,NEURO_SEIZ
G40419,NEURO_SEIZ
G4042,NEURO_SEIZ
G40501,NEURO_SEIZ
G40509,NEURO_SEIZ
G40801,NEURO_SEIZ
G40802,NEURO_SEIZ
G40803,NEURO_SEIZ
G40804,NEURO_SEIZ
G40811,NEURO_SEIZ
G40812,NEURO_SEIZ
G40813,NEURO_SEIZ
G40814,NEURO_SEIZ
G40821,NEURO_SEIZ
G40822,NEURO_SEIZ
G40823,NEURO_SEIZ
G40824,NEURO_SEIZ
G40833,NEURO_SEIZ
G40834,NEURO_SEIZ
G40841,NEURO_SEIZ
G40842,NEURO_SEIZ
G40843,NEURO_SEIZ
G40844,NEURO_SEIZ
G4089,NEURO_SEIZ
G40901,NEURO_SEIZ
G40909,NEURO_SEIZ
G40911,NEURO_SEIZ
G40919,NEURO_SEIZ
G40A01,NEURO_SEIZ
G40A09,NEURO_SEIZ
G40A11,NEURO_SEIZ
G40A19,NEURO_SEIZ
G40B01,NEURO_SEIZ
G40B09,NEURO_SEIZ
G40B11,NEURO_SEIZ
G40B19,NEURO_SEIZ
G40C01,NEURO_SEIZ
G40C09,NEURO_SEIZ
G40C11,NEURO_SEIZ
G40C19,NEURO_SEIZ
G450,CBVD_POA
G451,CBVD_POA
G452,CBVD_POA
G453,CBVD_POA
G454,CBVD_POA
G458,CBVD_POA
G459,CBVD_POA
G460,CBVD_POA
G461,CBVD_POA
G462,CBVD_POA
G463,CBVD_POA
G464,CBVD_POA
G465,CBVD_POA
G466,CBVD_POA
G467,CBVD_POA
G468,CBVD_POA
G47411,NEURO_OTH
G47419,NEURO_OTH
G47421,NEURO_OTH
G47429,NEURO_OTH
G621,ALCOHOL
G800,PARALYSIS
G801,PARALYSIS
G802,PARALYSIS
G803,NEURO_MOVT
G808,PARALYSIS
G809,PARALYSIS
G8100,PARALYSIS
G8101,PARALYSIS
G8102,PARALYSIS
G8103,PARALYSIS
G8104,PARALYSIS
G8110,PARALYSIS
G8111,PARALYSIS
G8112,PARALYSIS
G8113,PARALYSIS
G8114,PARALYSIS
G8190,PARALYSIS
G8191,PARALYSIS
G8192,PARALYSIS
G8193,PARALYSIS
G8194,PARALYSIS
G8220,PARALYSIS
G8221,PARALYSIS
G8222,PARALYSIS
G8250,PARALYSIS
G8251,PARALYSIS
G8252,PARALYSIS
G8253,PARALYSIS
G8254,PARALYSIS
G830,PARALYSIS
G8310,PARALYSIS
G8311,PARALYSIS
G8312,PARALYSIS
G8313,PARALYSIS
G8314,PARALYSIS
G8320,PARALYSIS
G8321,PARALYSIS
G8322,PARALYSIS
G8323,PARALYSIS
G8324,PARALYSIS
G8330,PARALYSIS
G8331,PARALYSIS
G8332,PARALYSIS
G8333,PARALYSIS
G8334,PARALYSIS
G834,PARALYSIS
G835,PARALYSIS
G8381,PARALYSIS
G8382,PARALYSIS
G8383,PARALYSIS
G8384,PARALYSIS
G8389,PARALYSIS
G839,PARALYSIS
G890,NEURO_OTH
G910,NEURO_OTH
G911,NEURO_OTH
G912,NEURO_OTH
G913,NEURO_OTH
G914,NEURO_OTH
G918,NEURO_OTH
G919,NEURO_OTH
G930,NEURO_OTH
G9340,NEURO_OTH
G9341,NEURO_OTH
G9342,NEURO_OTH
G9343,NEURO_OTH
G9344,NEURO_OTH
G9345,NEURO_OTH_SEIZ
G9349,NEURO_OTH
G935,NEURO_OTH
G936,NEURO_OTH
G937,NEURO_OTH
G9381,NEURO_OTH
G9382,NEURO_OTH
G9389,NEURO_OTH
G939,NEURO_OTH
G94,NEURO_OTH
H3400,CBVD_POA
H3401,CBVD_POA
H3402,CBVD_POA
H3403,CBVD_POA
H3410,CBVD_POA
H3411,CBVD_POA
H3412,CBVD_POA
H3413,CBVD_POA
H34211,CBVD_POA
H34212,CBVD_POA
H34213,CBVD_POA
H34219,CBVD_POA
H34231,CBVD_POA
H34232,CBVD_POA
H34233,CBVD_POA
H34239,CBVD_POA
H35031,HTN_CX
H35032,HTN_CX
H35033,HTN_CX
H35039,HTN_CX
I011,VALVE
I018,VALVE
I019,VALVE
I020,VALVE
I050,VALVE
I051,VALVE
I052,VALVE
I058,VALVE
I059,VALVE
I060,VALVE
I061,VALVE
I062,VALVE
I068,VALVE
I069,VALVE
I070,VALVE
I071,VALVE
I072,VALVE
I078,VALVE
I079,VALVE
I080,VALVE
I081,VALVE
I082,VALVE
I083,VALVE
I088,VALVE
I089,VALVE
I091,VALVE
I0981,HF
I0989,VALVE
I10,HTN_UNCX
I110,HFHTN_CX
I119,HTN_CX
I120,HTN_CXRENLFL_SEV
I129,HTN_CX
I130,HFHTN_CX
I1310,HTN_CX
I1311,HTN_CXRENLFL_SEV
I132,HFHTN_CXRENLFL_SEV
I150,HTN_CX
I151,HTN_CX
I152,HTN_CX
I158,HTN_CX
I159,HTN_CX
I160,HTN_UNCX
I161,HTN_CX
I169,HTN_UNCX
I1A0,HTN_UNCX
I270,PULMCIRC
I271,PULMCIRC
I272,PULMCIRC
I2720,PULMCIRC
I2721,PULMCIRC
I2722,PULMCIRC
I2723,PULMCIRC
I2724,PULMCIRC
I2729,PULMCIRC
I2781,PULMCIRC
I2782,PULMCIRC
I2783,PULMCIRC
I2789,PULMCIRC
I279,PULMCIRC
I280,PULMCIRC
I281,PULMCIRC
I288,PULMCIRC
I289,PULMCIRC
I330,VALVE
I339,VALVE
I340,VALVE
I341,VALVE
I342,VALVE
I348,VALVE
I3481,VALVE
I3489,VALVE
I349,VALVE
I350,VALVE
I351,VALVE
I352,VALVE
I358,VALVE
I359,VALVE
I360,VALVE
I361,VALVE
I362,VALVE
I368,VALVE
I369,VALVE
I370,VALVE
I371,VALVE
I372,VALVE
I378,VALVE
I379,VALVE
I38,VALVE
I39,VALVE
I426,ALCOHOL
I501,HF
I5020,HF
I5021,HF
I5022,HF
I5023,HF
I5030,HF
I5031,HF
I5032,HF
I5033,HF
I5040,HF
I5041,HF
I5042,HF
I5043,HF
I50810,HF
I50811,HF
I50812,HF
I50813,HF
I50814,HF
I5082,HF
I5083,HF
I5084,HF
I5089,HF
I509,HF
I5181,HF
I6000,CBVD_POA
I6001,CBVD_POA
I6002,CBVD_POA
I6010,CBVD_POA
I6011,CBVD_POA
I6012,CBVD_POA
I602,CBVD_POA
I6020,CBVD_POA
I6021,CBVD_POA
I6022,CBVD_POA
I6030,CBVD_POA
I6031,CBVD_POA
I6032,CBVD_POA
I604,CBVD_POA
I6050,CBVD_POA
I6051,CBVD_POA
I6052,CBVD_POA
I606,CBVD_POA
I607,CBVD_POA
I608,CBVD_POA
I609,CBVD_POA
I610,CBVD_POA
I611,CBVD_POA
I612,CBVD_POA
I613,CBVD_POA
I614,CBVD_POA
I615,CBVD_POA
I616,CBVD_POA
I618,CBVD_POA
I619,CBVD_POA
I6200,CBVD_POA
I6203,CBVD_POA
I621,CBVD_POA
I629,CBVD_POA
I6300,CBVD_POA
I63011,CBVD_POA
I63012,CBVD_POA
I63013,CBVD_POA
I63019,CBVD_POA
I6302,CBVD_POA
I63031,CBVD_POA
I63032,CBVD_POA
I63033,CBVD_POA
I63039,CBVD_POA
I6309,CBVD_POA
I6310,CBVD_POA
I63111,CBVD_POA
I63112,CBVD_POA
I63113,CBVD_POA
I63119,CBVD_POA
I6312,CBVD_POA
I63131,CBVD_POA
I63132,CBVD_POA
I63133,CBVD_POA
I63139,CBVD_POA
I6319,CBVD_POA
I6320,CBVD_POA
I63211,CBVD_POA
I63212,CBVD_POA
I63213,CBVD_POA
I63219,CBVD_POA
I6322,CBVD_POA
I63231,CBVD_POA
I63232,CBVD_POA
I63233,CBVD_POA
I63239,CBVD_POA
I6329,CBVD_POA
I6330,CBVD_POA
I63311,CBVD_POA
I63312,CBVD_POA
I63313,CBVD_POA
I63319,CBVD_POA
I63321,CBVD_POA
I63322,CBVD_POA
I63323,CBVD_POA
I63329,CBVD_POA
I63331,CBVD_POA
I63332,CBVD_POA
I63333,CBVD_POA
I63339,CBVD_POA
I63341,CBVD_POA
I63342,CBVD_POA
I63343,CBVD_POA
I63349,CBVD_POA
I6339,CBVD_POA
I6340,CBVD_POA
I63411,CBVD_POA
I63412,CBVD_POA
I63413,CBVD_POA
I63419,CBVD_POA
I63421,CBVD_POA
I63422,CBVD_POA
I63423,CBVD_POA
I63429,CBVD_POA
I63431,CBVD_POA
I63432,CBVD_POA
I63433,CBVD_POA
I63439,CBVD_POA
I63441,CBVD_POA
I63442,CBVD_POA
I63443,CBVD_POA
I63449,CBVD_POA
I6349,CBVD_POA
I6350,CBVD_POA
I63511,CBVD_POA
I63512,CBVD_POA
I63513,CBVD_POA
I63519,CBVD_POA
I63521,CBVD_POA
I63522,CBVD_POA
I63523,CBVD_POA
I63529,CBVD_POA
I63531,CBVD_POA
I63532,CBVD_POA
I63533,CBVD_POA
I63539,CBVD_POA
I63541,CBVD_POA
I63542,CBVD_POA
I63543,CBVD_POA
I63549,CBVD_POA
I6359,CBVD_POA
I636,CBVD_POA
I638,CBVD_POA
I6381,CBVD_POA
I6389,CBVD_POA
I639,CBVD_POA
I6501,CBVD_POA
I6502,CBVD_POA
I6503,CBVD_POA
I6509,CBVD_POA
I651,CBVD_POA
I6521,CBVD_POA
I6522,CBVD_POA
I6523,CBVD_POA
I6529,CBVD_POA
I658,CBVD_POA
I659,CBVD_POA
I6601,CBVD_POA
I6602,CBVD_POA
I6603,CBVD_POA
I6609,CBVD_POA
I6611,CBVD_POA
I6612,CBVD_POA
I6613,CBVD_POA
I6619,CBVD_POA
I6621,CBVD_POA
I6622,CBVD_POA
I6623,CBVD_POA
I6629,CBVD_POA
I663,CBVD_POA
I668,CBVD_POA
I669,CBVD_POA
I674,HTN_CX
I69031,PARALYSIS
I69032,PARALYSIS
I69033,PARALYSIS
I69034,PARALYSIS
I69039,PARALYSIS
I69041,PARALYSIS
I69042,PARALYSIS
I69043,PARALYSIS
I69044,PARALYSIS
I69049,PARALYSIS
I69051,PARALYSIS
I69052,PARALYSIS
I69053,PARALYSIS
I69054,PARALYSIS
I69059,PARALYSIS
I69061,PARALYSIS
I69062,PARALYSIS
I69063,PARALYSIS
I69064,PARALYSIS
I69065,PARALYSIS
I69069,PARALYSIS
I69131,PARALYSIS
I69132,PARALYSIS
I69133,PARALYSIS
I69134,PARALYSIS
I69139,PARALYSIS
I69141,PARALYSIS
I69142,PARALYSIS
I69143,PARALYSIS
I69144,PARALYSIS
I69149,PARALYSIS
I69151,PARALYSIS
I69152,PARALYSIS
I69153,PARALYSIS
I69154,PARALYSIS
I69159,PARALYSIS
I69161,PARALYSIS
I69162,PARALYSIS
I69163,PARALYSIS
I69164,PARALYSIS
I69165,PARALYSIS
I69169,PARALYSIS
I69231,PARALYSIS
I69232,PARALYSIS
I69233,PARALYSIS
I69234,PARALYSIS
I69239,PARALYSIS
I69241,PARALYSIS
I69242,PARALYSIS
I69243,PARALYSIS
I69244,PARALYSIS
I69249,PARALYSIS
I69251,PARALYSIS
I69252,PARALYSIS
I69253,PARALYSIS
I69254,PARALYSIS
I69259,PARALYSIS
I69261,PARALYSIS
I69262,PARALYSIS
I69263,PARALYSIS
I69264,PARALYSIS
I69265,PARALYSIS
I69269,PARALYSIS
I6930,CBVD_SQLA
I6931,CBVD_SQLA
I69310,CBVD_SQLA
I69311,CBVD_SQLA
I69312,CBVD_SQLA
I69313,CBVD_SQLA
I69314,CBVD_SQLA
I69315,CBVD_SQLA
I69318,CBVD_SQLA
I69319,CBVD_SQLA
I69320,CBVD_SQLA
I69321,CBVD_SQLA
I69322,CBVD_SQLA
I69323,CBVD_SQLA
I69328,CBVD_SQLA
I69331,CBVD_SQLAPARALYSIS
I69332,CBVD_SQLAPARALYSIS
I69333,CBVD_SQLAPARALYSIS
I69334,CBVD_SQLAPARALYSIS
I69339,CBVD_SQLAPARALYSIS
I69341,CBVD_SQLAPARALYSIS
I69342,CBVD_SQLAPARALYSIS
I69343,CBVD_SQLAPARALYSIS
I69344,CBVD_SQLAPARALYSIS
I69349,CBVD_SQLAPARALYSIS
I69351,CBVD_SQLAPARALYSIS
I69352,CBVD_SQLAPARALYSIS
I69353,CBVD_SQLAPARALYSIS
I69354,CBVD_SQLAPARALYSIS
I69359,CBVD_SQLAPARALYSIS
I69361,CBVD_SQLAPARALYSIS
I69362,CBVD_SQLAPARALYSIS
I69363,CBVD_SQLAPARALYSIS
I69364,CBVD_SQLAPARALYSIS
I69365,CBVD_SQLAPARALYSIS
I69369,CBVD_SQLAPARALYSIS
I69390,CBVD_SQLA
I69391,CBVD_SQLA
I69392,CBVD_SQLA
I69393,CBVD_SQLA
I69398,CBVD_SQLA
I6980,CBVD_SQLA
I6981,CBVD_SQLA
I69810,CBVD_SQLA
I69811,CBVD_SQLA
I69812,CBVD_SQLA
I69813,CBVD_SQLA
I69814,CBVD_SQLA
I69815,CBVD_SQLA
I69818,CBVD_SQLA
I69819,CBVD_SQLA
I69820,CBVD_SQLA
I69821,CBVD_SQLA
I69822,CBVD_SQLA
I69823,CBVD_SQLA
I69828,CBVD_SQLA
I69831,CBVD_SQLAPARALYSIS
I69832,CBVD_SQLAPARALYSIS
I69833,CBVD_SQLAPARALYSIS
I69834,CBVD_SQLAPARALYSIS
I69839,CBVD_SQLAPARALYSIS
I69841,CBVD_SQLAPARALYSIS
I69842,CBVD_SQLAPARALYSIS
I69843,CBVD_SQLAPARALYSIS
I69844,CBVD_SQLAPARALYSIS
I69849,CBVD_SQLAPARALYSIS
I69851,CBVD_SQLAPARALYSIS
I69852,CBVD_SQLAPARALYSIS
I69853,CBVD_SQLAPARALYSIS
I69854,CBVD_SQLAPARALYSIS
I69859,CBVD_SQLAPARALYSIS
I69861,CBVD_SQLAPARALYSIS
I69862,CBVD_SQLAPARALYSIS
I69863,CBVD_SQLAPARALYSIS
I69864,CBVD_SQLAPARALYSIS
I69865,CBVD_SQLAPARALYSIS
I69869,CBVD_SQLAPARALYSIS
I69890,CBVD_SQLA
I69891,CBVD_SQLA
I69892,CBVD_SQLA
I69893,CBVD_SQLA
I69898,CBVD_SQLA
I6990,CBVD_SQLA
I6991,CBVD_SQLA
I69910,CBVD_SQLA
I69911,CBVD_SQLA
I69912,CBVD_SQLA
